code_maitre,cle,classe,sous_classe,code_atih,libelle
F02.112,F02112,connu de l'ATIH,type MCO 0,F02112,"Démence de la maladie de Creutzfeldt–Jakob (A81.0)   - ""avec d’autres symptômes, essentiellement délirants"" - ""sévère"""
F02.120,F02120,connu de l'ATIH,type MCO 0,F02120,"Démence de la maladie de Creutzfeldt–Jakob (A81.0)   - ""avec d’autres symptômes, essentiellement hallucinatoires"" - ""légère"""
F02.121,F02121,connu de l'ATIH,type MCO 0,F02121,"Démence de la maladie de Creutzfeldt–Jakob (A81.0)   - ""avec d’autres symptômes, essentiellement hallucinatoires"" - ""moyenne"""
F02.122,F02122,connu de l'ATIH,type MCO 0,F02122,"Démence de la maladie de Creutzfeldt–Jakob (A81.0)   - ""avec d’autres symptômes, essentiellement hallucinatoires"" - ""sévère"""
F02.130,F02130,connu de l'ATIH,type MCO 0,F02130,"Démence de la maladie de Creutzfeldt–Jakob (A81.0)   - ""avec d’autres symptômes, essentiellement dépressifs"" - ""légère"""
F02.131,F02131,connu de l'ATIH,type MCO 0,F02131,"Démence de la maladie de Creutzfeldt–Jakob (A81.0)   - ""avec d’autres symptômes, essentiellement dépressifs"" - ""moyenne"""
F02.132,F02132,connu de l'ATIH,type MCO 0,F02132,"Démence de la maladie de Creutzfeldt–Jakob (A81.0)   - ""avec d’autres symptômes, essentiellement dépressifs"" - ""sévère"""
F02.140,F02140,connu de l'ATIH,type MCO 0,F02140,"Démence de la maladie de Creutzfeldt–Jakob (A81.0)   - ""avec d’autres symptômes, mixtes"" - ""légère"""
F02.141,F02141,connu de l'ATIH,type MCO 0,F02141,"Démence de la maladie de Creutzfeldt–Jakob (A81.0)   - ""avec d’autres symptômes, mixtes"" - ""moyenne"""
F02.142,F02142,connu de l'ATIH,type MCO 0,F02142,"Démence de la maladie de Creutzfeldt–Jakob (A81.0)   - ""avec d’autres symptômes, mixtes"" - ""sévère"""
F02.200,F02200,connu de l'ATIH,type MCO 0,F02200,"Démence de la maladie de Huntington (G10)   - ""sans symptôme supplémentaire"" - ""légère"""
F02.201,F02201,connu de l'ATIH,type MCO 0,F02201,"Démence de la maladie de Huntington (G10)   - ""sans symptôme supplémentaire"" - ""moyenne"""
F02.202,F02202,connu de l'ATIH,type MCO 0,F02202,"Démence de la maladie de Huntington (G10)   - ""sans symptôme supplémentaire"" - ""sévère"""
F02.210,F02210,connu de l'ATIH,type MCO 0,F02210,"Démence de la maladie de Huntington (G10)   - ""avec d’autres symptômes, essentiellement délirants"" - ""légère"""
F02.211,F02211,connu de l'ATIH,type MCO 0,F02211,"Démence de la maladie de Huntington (G10)   - ""avec d’autres symptômes, essentiellement délirants"" - ""moyenne"""
F02.212,F02212,connu de l'ATIH,type MCO 0,F02212,"Démence de la maladie de Huntington (G10)   - ""avec d’autres symptômes, essentiellement délirants"" - ""sévère"""
F02.220,F02220,connu de l'ATIH,type MCO 0,F02220,"Démence de la maladie de Huntington (G10)   - ""avec d’autres symptômes, essentiellement hallucinatoires"" - ""légère"""
F02.221,F02221,connu de l'ATIH,type MCO 0,F02221,"Démence de la maladie de Huntington (G10)   - ""avec d’autres symptômes, essentiellement hallucinatoires"" - ""moyenne"""
F02.222,F02222,connu de l'ATIH,type MCO 0,F02222,"Démence de la maladie de Huntington (G10)   - ""avec d’autres symptômes, essentiellement hallucinatoires"" - ""sévère"""
F02.230,F02230,connu de l'ATIH,type MCO 0,F02230,"Démence de la maladie de Huntington (G10)   - ""avec d’autres symptômes, essentiellement dépressifs"" - ""légère"""
F02.231,F02231,connu de l'ATIH,type MCO 0,F02231,"Démence de la maladie de Huntington (G10)   - ""avec d’autres symptômes, essentiellement dépressifs"" - ""moyenne"""
F02.232,F02232,connu de l'ATIH,type MCO 0,F02232,"Démence de la maladie de Huntington (G10)   - ""avec d’autres symptômes, essentiellement dépressifs"" - ""sévère"""
F02.240,F02240,connu de l'ATIH,type MCO 0,F02240,"Démence de la maladie de Huntington (G10)   - ""avec d’autres symptômes, mixtes"" - ""légère"""
F02.241,F02241,connu de l'ATIH,type MCO 0,F02241,"Démence de la maladie de Huntington (G10)   - ""avec d’autres symptômes, mixtes"" - ""moyenne"""
F02.242,F02242,connu de l'ATIH,type MCO 0,F02242,"Démence de la maladie de Huntington (G10)   - ""avec d’autres symptômes, mixtes"" - ""sévère"""
F02.300,F02300,connu de l'ATIH,type MCO 0,F02300,"Démence de la maladie de Parkinson (G20)  - ""sans symptôme supplémentaire"" - ""légère"""
F02.301,F02301,connu de l'ATIH,type MCO 0,F02301,"Démence de la maladie de Parkinson (G20)  - ""sans symptôme supplémentaire"" - ""moyenne"""
F02.302,F02302,connu de l'ATIH,type MCO 0,F02302,"Démence de la maladie de Parkinson (G20)  - ""sans symptôme supplémentaire"" - ""sévère"""
F02.310,F02310,connu de l'ATIH,type MCO 0,F02310,"Démence de la maladie de Parkinson (G20)  - ""avec d’autres symptômes, essentiellement délirants"" - ""légère"""
F02.311,F02311,connu de l'ATIH,type MCO 0,F02311,"Démence de la maladie de Parkinson (G20)  - ""avec d’autres symptômes, essentiellement délirants"" - ""moyenne"""
F02.312,F02312,connu de l'ATIH,type MCO 0,F02312,"Démence de la maladie de Parkinson (G20)  - ""avec d’autres symptômes, essentiellement délirants"" - ""sévère"""
F02.320,F02320,connu de l'ATIH,type MCO 0,F02320,"Démence de la maladie de Parkinson (G20)  - ""avec d’autres symptômes, essentiellement hallucinatoires"" - ""légère"""
F02.321,F02321,connu de l'ATIH,type MCO 0,F02321,"Démence de la maladie de Parkinson (G20)  - ""avec d’autres symptômes, essentiellement hallucinatoires"" - ""moyenne"""
F02.322,F02322,connu de l'ATIH,type MCO 0,F02322,"Démence de la maladie de Parkinson (G20)  - ""avec d’autres symptômes, essentiellement hallucinatoires"" - ""sévère"""
F02.330,F02330,connu de l'ATIH,type MCO 0,F02330,"Démence de la maladie de Parkinson (G20)  - ""avec d’autres symptômes, essentiellement dépressifs"" - ""légère"""
F02.331,F02331,connu de l'ATIH,type MCO 0,F02331,"Démence de la maladie de Parkinson (G20)  - ""avec d’autres symptômes, essentiellement dépressifs"" - ""moyenne"""
F02.332,F02332,connu de l'ATIH,type MCO 0,F02332,"Démence de la maladie de Parkinson (G20)  - ""avec d’autres symptômes, essentiellement dépressifs"" - ""sévère"""
F02.340,F02340,connu de l'ATIH,type MCO 0,F02340,"Démence de la maladie de Parkinson (G20)  - ""avec d’autres symptômes, mixtes"" - ""légère"""
F02.341,F02341,connu de l'ATIH,type MCO 0,F02341,"Démence de la maladie de Parkinson (G20)  - ""avec d’autres symptômes, mixtes"" - ""moyenne"""
F02.342,F02342,connu de l'ATIH,type MCO 0,F02342,"Démence de la maladie de Parkinson (G20)  - ""avec d’autres symptômes, mixtes"" - ""sévère"""
F02.400,F02400,connu de l'ATIH,type MCO 0,F02400,"Démence de la maladie due au virus de l'immunodéficience humaine [VIH] (B22.0)   - ""sans symptôme supplémentaire"" - ""légère"""
F02.401,F02401,connu de l'ATIH,type MCO 0,F02401,"Démence de la maladie due au virus de l'immunodéficience humaine [VIH] (B22.0)   - ""sans symptôme supplémentaire"" - ""moyenne"""
F02.402,F02402,connu de l'ATIH,type MCO 0,F02402,"Démence de la maladie due au virus de l'immunodéficience humaine [VIH] (B22.0)   - ""sans symptôme supplémentaire"" - ""sévère"""
F02.410,F02410,connu de l'ATIH,type MCO 0,F02410,"Démence de la maladie due au virus de l'immunodéficience humaine [VIH] (B22.0)   - ""avec d’autres symptômes, essentiellement délirants"" - ""légère"""
F02.411,F02411,connu de l'ATIH,type MCO 0,F02411,"Démence de la maladie due au virus de l'immunodéficience humaine [VIH] (B22.0)   - ""avec d’autres symptômes, essentiellement délirants"" - ""moyenne"""
F02.412,F02412,connu de l'ATIH,type MCO 0,F02412,"Démence de la maladie due au virus de l'immunodéficience humaine [VIH] (B22.0)   - ""avec d’autres symptômes, essentiellement délirants"" - ""sévère"""
F02.420,F02420,connu de l'ATIH,type MCO 0,F02420,"Démence de la maladie due au virus de l'immunodéficience humaine [VIH] (B22.0)   - ""avec d’autres symptômes, essentiellement hallucinatoires"" - ""légère"""
F02.421,F02421,connu de l'ATIH,type MCO 0,F02421,"Démence de la maladie due au virus de l'immunodéficience humaine [VIH] (B22.0)   - ""avec d’autres symptômes, essentiellement hallucinatoires"" - ""moyenne"""
F02.422,F02422,connu de l'ATIH,type MCO 0,F02422,"Démence de la maladie due au virus de l'immunodéficience humaine [VIH] (B22.0)   - ""avec d’autres symptômes, essentiellement hallucinatoires"" - ""sévère"""
F02.430,F02430,connu de l'ATIH,type MCO 0,F02430,"Démence de la maladie due au virus de l'immunodéficience humaine [VIH] (B22.0)   - ""avec d’autres symptômes, essentiellement dépressifs"" - ""légère"""
F02.431,F02431,connu de l'ATIH,type MCO 0,F02431,"Démence de la maladie due au virus de l'immunodéficience humaine [VIH] (B22.0)   - ""avec d’autres symptômes, essentiellement dépressifs"" - ""moyenne"""
F02.432,F02432,connu de l'ATIH,type MCO 0,F02432,"Démence de la maladie due au virus de l'immunodéficience humaine [VIH] (B22.0)   - ""avec d’autres symptômes, essentiellement dépressifs"" - ""sévère"""
F02.440,F02440,connu de l'ATIH,type MCO 0,F02440,"Démence de la maladie due au virus de l'immunodéficience humaine [VIH] (B22.0)   - ""avec d’autres symptômes, mixtes"" - ""légère"""
F02.441,F02441,connu de l'ATIH,type MCO 0,F02441,"Démence de la maladie due au virus de l'immunodéficience humaine [VIH] (B22.0)   - ""avec d’autres symptômes, mixtes"" - ""moyenne"""
F02.442,F02442,connu de l'ATIH,type MCO 0,F02442,"Démence de la maladie due au virus de l'immunodéficience humaine [VIH] (B22.0)   - ""avec d’autres symptômes, mixtes"" - ""sévère"""
F02.800,F02800,connu de l'ATIH,type MCO 0,F02800,"Démence au cours d'autres maladies classées ailleurs - ""sans symptôme supplémentaire"" - ""légère"""
F02.801,F02801,connu de l'ATIH,type MCO 0,F02801,"Démence au cours d'autres maladies classées ailleurs - ""sans symptôme supplémentaire"" - ""moyenne"""
