association_id,dagger_code,dagger_label,asterisk_code,asterisk_label,combination_labels,levels_present,redundancy_level,source_lids
480,E13.4,autres diabètes sucrés précisés | avec complications neurologiques,G73.0,syndrome myasthénique au cours de maladies endocriniennes,amyotrophie diabétique | syndrome myasthénique au cours de amyotrophie diabétique,"H,U",independent,"13938,15579"
481,E13.4,autres diabètes sucrés précisés | avec complications neurologiques,G99.0,neuropathie du système nerveux autonome au cours de maladies endocriniennes et métaboliques,polynévrite système nerveux autonome diabétique | neuropathie végétative diabétique,"H,U",independent,"13939,13941,15625"
482,E13.4,autres diabètes sucrés précisés | avec complications neurologiques,,,autres diabètes sucrés précisés | avec complications neurologiques,S,none,2511
483,E13.5,autres diabètes sucrés précisés | avec complications vasculaires périphériques,I79.2,angiopathie périphérique au cours de maladies classées ailleurs,angiopathie périphérique diabétique,"H,U",independent,"13943,16456"
484,E13.6,autres diabètes sucrés précisés | avec autres complications précisées,M14.2,arthropathie diabétique,arthropathie diabétique,"G,U",independent,"5436,13947"
485,E13.6,autres diabètes sucrés précisés | avec autres complications précisées,M14.6,arthropathie neuropathique,arthropathie diabétique nerveuse | arthropathie neuropathique diabétique,"H,U",independent,"13946,18373"
486,E14.2,"diabète sucré, sans précision | avec complications rénales",N08.3,glomérulopathie au cours du diabète sucré,glomérulopathie au cours du diabète sucré | glomérulonéphrite intracapillaire | néphropathie diabétique | syndrome de Kimmelstiel-Wilson,"G,U",independent,"6436,13955,13956,13957"
487,E14.2,"diabète sucré, sans précision | avec complications rénales",,,"diabète sucré, sans précision | avec complications rénales",S,none,2520
488,E14.3,"diabète sucré, sans précision | avec complications oculaires",H28.0,cataracte diabétique,cataracte diabétique,"G,U",independent,"3867,13959"
489,E14.3,"diabète sucré, sans précision | avec complications oculaires",H36.0,rétinopathie diabétique,rétinopathie diabétique,"G,U",independent,"3914,13958"
490,E14.3,"diabète sucré, sans précision | avec complications oculaires",,,"diabète sucré, sans précision | avec complications oculaires",S,none,2521
491,E14.4,"diabète sucré, sans précision | avec complications neurologiques",G59.0,mononévrite diabétique,mononévrite diabétique,"G,U",independent,"3573,13960"
492,E14.4,"diabète sucré, sans précision | avec complications neurologiques",G63.2,polynévrite diabétique,polynévrite diabétique,"G,U",independent,"3597,13962"
493,E14.4,"diabète sucré, sans précision | avec complications neurologiques",G73.0,syndrome myasthénique au cours de maladies endocriniennes,amyotrophie diabétique | syndrome myasthénique au cours de amyotrophie diabétique,"H,U",independent,"13964,15579"
494,E14.4,"diabète sucré, sans précision | avec complications neurologiques",G99.0,neuropathie du système nerveux autonome au cours de maladies endocriniennes et métaboliques,neuropathie végétative diabétique | polynévrite système nerveux autonome diabétique,"H,U",independent,"13961,13963,15625"
495,E14.4,"diabète sucré, sans précision | avec complications neurologiques",,,"diabète sucré, sans précision | avec complications neurologiques",S,none,2522
496,E14.5,"diabète sucré, sans précision | avec complications vasculaires périphériques",I79.2,angiopathie périphérique au cours de maladies classées ailleurs,angiopathie périphérique diabétique,"H,U",independent,"13966,16456"
497,E14.6,"diabète sucré, sans précision | avec autres complications précisées",M14.2,arthropathie diabétique,arthropathie diabétique,"G,U",independent,"5436,13968"
498,E14.6,"diabète sucré, sans précision | avec autres complications précisées",M14.6,arthropathie neuropathique,arthropathie diabétique nerveuse | arthropathie neuropathique diabétique,"H,U",independent,"13969,18373"
499,E20,hypoparathyroïdie,G63.3,polynévrite au cours d'autres maladies endocriniennes et métaboliques,polynévrite au cours d'autres maladies endocriniennes et métaboliques,G,independent,3598
500,E20,hypoparathyroïdie,G73.5,myopathie au cours de maladies endocriniennes,myopathie au cours de hypoparathyroïdie,H,independent,15582
501,E20,hypoparathyroïdie,H28.1,"cataracte au cours d'autres maladies endocriniennes, nutritionnelles et métaboliques",cataracte au cours de hypoparathyroïdie,H,independent,15810
502,E20,hypoparathyroïdie,M82.1,ostéoporose au cours de maladies endocriniennes,ostéoporose au cours de maladies endocriniennes,G,independent,5848
503,E21,hyperparathyroïdie et autres maladies de la glande parathyroïde,G63.3,polynévrite au cours d'autres maladies endocriniennes et métaboliques,polynévrite au cours d'autres maladies endocriniennes et métaboliques,G,independent,3598
504,E21,hyperparathyroïdie et autres maladies de la glande parathyroïde,M14.1,arthropathie à microcristaux au cours d'autres troubles métaboliques classés ailleurs,arthropathie à microcristaux au cours d'hyperparathyroïdie,H,independent,18367
505,E21,hyperparathyroïdie et autres maladies de la glande parathyroïde,M82.1,ostéoporose au cours de maladies endocriniennes,ostéoporose au cours de maladies endocriniennes,G,independent,5848
506,E21.0,hyperparathyroïdie primaire,G73.5,myopathie au cours de maladies endocriniennes,myopathie au cours de hyperparathyroïdie,H,independent,15581
507,E21.1,"hyperparathyroïdie secondaire, non classée ailleurs",G73.5,myopathie au cours de maladies endocriniennes,myopathie au cours de hyperparathyroïdie,H,independent,15581
508,E21.2,autres hyperparathyroïdies,G73.5,myopathie au cours de maladies endocriniennes,myopathie au cours de hyperparathyroïdie,H,independent,15581
509,E21.3,"hyperparathyroïdie, sans précision",G73.5,myopathie au cours de maladies endocriniennes,myopathie au cours de hyperparathyroïdie,H,independent,15581
510,E22,hypersécrétion de l'hypophyse,G63.3,polynévrite au cours d'autres maladies endocriniennes et métaboliques,polynévrite au cours d'autres maladies endocriniennes et métaboliques,G,independent,3598
511,E22,hypersécrétion de l'hypophyse,M82.1,ostéoporose au cours de maladies endocriniennes,ostéoporose au cours de maladies endocriniennes,G,independent,5848
512,E22.0,acromégalie et gigantisme,M14.5,"arthropathie au cours d'autres maladies endocriniennes, nutritionnelles et métaboliques",arthropathie associée à l'acromégalie | arthropathie au cours de acromégalie et gigantisme,"H,U",independent,"13990,18368"
513,E23,hyposécrétion et autres anomalies de l'hypophyse,G63.3,polynévrite au cours d'autres maladies endocriniennes et métaboliques,polynévrite au cours d'autres maladies endocriniennes et métaboliques,G,independent,3598
514,E23,hyposécrétion et autres anomalies de l'hypophyse,M82.1,ostéoporose au cours de maladies endocriniennes,ostéoporose au cours de maladies endocriniennes,G,independent,5848
515,E24,syndrome de Cushing,G63.3,polynévrite au cours d'autres maladies endocriniennes et métaboliques,polynévrite au cours d'autres maladies endocriniennes et métaboliques,G,independent,3598
516,E24,syndrome de Cushing,M82.1,ostéoporose au cours de maladies endocriniennes,ostéoporose au cours de maladies endocriniennes,G,independent,5848
517,E25,anomalies génito-surrénaliennes,G63.3,polynévrite au cours d'autres maladies endocriniennes et métaboliques,polynévrite au cours d'autres maladies endocriniennes et métaboliques,G,independent,3598
518,E25,anomalies génito-surrénaliennes,M82.1,ostéoporose au cours de maladies endocriniennes,ostéoporose au cours de maladies endocriniennes,G,independent,5848
519,E26,hyperaldostéronisme,G63.3,polynévrite au cours d'autres maladies endocriniennes et métaboliques,polynévrite au cours d'autres maladies endocriniennes et métaboliques,G,independent,3598
520,E26,hyperaldostéronisme,M82.1,ostéoporose au cours de maladies endocriniennes,ostéoporose au cours de maladies endocriniennes,G,independent,5848
521,E27,autres maladies de la glande surrénale,G63.3,polynévrite au cours d'autres maladies endocriniennes et métaboliques,polynévrite au cours d'autres maladies endocriniennes et métaboliques,G,independent,3598
522,E27,autres maladies de la glande surrénale,M82.1,ostéoporose au cours de maladies endocriniennes,ostéoporose au cours de maladies endocriniennes,G,independent,5848
523,E28,dysfonction ovarienne,G63.3,polynévrite au cours d'autres maladies endocriniennes et métaboliques,polynévrite au cours d'autres maladies endocriniennes et métaboliques,G,independent,3598
524,E28,dysfonction ovarienne,M82.1,ostéoporose au cours de maladies endocriniennes,ostéoporose au cours de maladies endocriniennes,G,independent,5848
525,E29,dysfonction testiculaire,G63.3,polynévrite au cours d'autres maladies endocriniennes et métaboliques,polynévrite au cours d'autres maladies endocriniennes et métaboliques,G,independent,3598
526,E29,dysfonction testiculaire,M82.1,ostéoporose au cours de maladies endocriniennes,ostéoporose au cours de maladies endocriniennes,G,independent,5848
527,E30,"anomalies de la puberté, non classées ailleurs",G63.3,polynévrite au cours d'autres maladies endocriniennes et métaboliques,polynévrite au cours d'autres maladies endocriniennes et métaboliques,G,independent,3598
528,E30,"anomalies de la puberté, non classées ailleurs",M82.1,ostéoporose au cours de maladies endocriniennes,ostéoporose au cours de maladies endocriniennes,G,independent,5848
529,E31,dysfonctionnement pluriglandulaire,G63.3,polynévrite au cours d'autres maladies endocriniennes et métaboliques,polynévrite au cours d'autres maladies endocriniennes et métaboliques,G,independent,3598
530,E31,dysfonctionnement pluriglandulaire,M82.1,ostéoporose au cours de maladies endocriniennes,ostéoporose au cours de maladies endocriniennes,G,independent,5848
531,E32,maladies du thymus,G63.3,polynévrite au cours d'autres maladies endocriniennes et métaboliques,polynévrite au cours d'autres maladies endocriniennes et métaboliques,G,independent,3598
532,E32,maladies du thymus,M82.1,ostéoporose au cours de maladies endocriniennes,ostéoporose au cours de maladies endocriniennes,G,independent,5848
533,E34,autres troubles endocriniens,G63.3,polynévrite au cours d'autres maladies endocriniennes et métaboliques,polynévrite au cours d'autres maladies endocriniennes et métaboliques,G,independent,3598
534,E34,autres troubles endocriniens,M82.1,ostéoporose au cours de maladies endocriniennes,ostéoporose au cours de maladies endocriniennes,G,independent,5848
535,E50.8,autres manifestations de l'avitaminose A,L86,kératodermie au cours de maladies classées ailleurs,kératose folliculaire due à l'avitaminose A | xérodermie due à l'avitaminose A,"H,U",independent,"14076,14077,17579"
536,E51.1,béribéri,I98.8,autres troubles précisés de l'appareil circulatoire au cours de maladies classées ailleurs,béribéri humide,U,independent,14079
537,E52,carence en acide nicotinique [pellagre],F02.8,démence au cours d'autres maladies classées ailleurs,démence au cours de carence en acide nicotinique [pellagre],H,independent,14404
538,E53.8,autres avitaminoses précisées du groupe B,F02.8,démence au cours d'autres maladies classées ailleurs,démence au cours de carence en vitamine B12,H,independent,14397
539,E53.8,autres avitaminoses précisées du groupe B,G32.0,dégénérescence combinée subaiguë de la moelle épinière au cours de maladies classées ailleurs,dégénérescence combinée subaiguë de la moelle épinière au cours de carence en vitamine B12,H,independent,15422
540,E63.9,"carence nutritionnelle, sans précision",I43.2,myocardiopathie au cours de maladies nutritionnelles,myocardiopathie nutritionnelle SAI | myocardiopathie nutritionnelle,"H,U",independent,"14098,16330"
541,E70,anomalies du métabolisme des acides aminés aromatiques,G63.3,polynévrite au cours d'autres maladies endocriniennes et métaboliques,polynévrite au cours d'autres maladies endocriniennes et métaboliques,G,independent,3598
542,E70.2,anomalies du métabolisme de la tyrosine,M36.8,atteintes systémiques du tissu conjonctif au cours d'autres maladies classées ailleurs,atteintes systémiques du tissu conjonctif au cours de ochronose,H,independent,18789
543,E71,anomalies du métabolisme des acides aminés à chaîne ramifiée et du métabolisme des acides gras,G63.3,polynévrite au cours d'autres maladies endocriniennes et métaboliques,polynévrite au cours d'autres maladies endocriniennes et métaboliques,G,independent,3598
544,E72,autres anomalies du métabolisme des acides aminés,G63.3,polynévrite au cours d'autres maladies endocriniennes et métaboliques,polynévrite au cours d'autres maladies endocriniennes et métaboliques,G,independent,3598
545,E72.0,anomalies du transport des acides aminés,H42.0,"glaucome au cours de maladies endocriniennes, nutritionnelles et métaboliques",glaucome au cours de syndrome de Lowe,H,independent,15901
546,E72.0,anomalies du transport des acides aminés,N16.3,maladie rénale tubulo-interstitielle au cours de maladies métaboliques,maladie rénale tubulo-interstitielle au cours de cystinose,H,independent,21088
547,E73,intolérance au lactose,G63.3,polynévrite au cours d'autres maladies endocriniennes et métaboliques,polynévrite au cours d'autres maladies endocriniennes et métaboliques,G,independent,3598
548,E74,autres anomalies du métabolisme des hydrates de carbone,G63.3,polynévrite au cours d'autres maladies endocriniennes et métaboliques,polynévrite au cours d'autres maladies endocriniennes et métaboliques,G,independent,3598
549,E74.0,thésaurismose glycogénique,G73.6,myopathie au cours de maladies métaboliques,myopathie au cours d'anomalies de stockage (du) (des) glycogène,H,independent,15585
550,E74.0,thésaurismose glycogénique,N16.3,maladie rénale tubulo-interstitielle au cours de maladies métaboliques,maladie rénale tubulo-interstitielle au cours de glycogénose,H,independent,21086
551,E75,anomalies du métabolisme des sphingolipides et autres anomalies du stockage des lipides,F02.8,démence au cours d'autres maladies classées ailleurs,démence au cours de lipidose cérébrale,H,independent,14393
552,E75,anomalies du métabolisme des sphingolipides et autres anomalies du stockage des lipides,G63.3,polynévrite au cours d'autres maladies endocriniennes et métaboliques,polynévrite au cours d'autres maladies endocriniennes et métaboliques,G,independent,3598
553,E75,anomalies du métabolisme des sphingolipides et autres anomalies du stockage des lipides,G73.6,myopathie au cours de maladies métaboliques,myopathie au cours d'anomalies de stockage (du) (des) lipides,H,independent,15584
