rec_id,code,role,source_exclusion,texte_exclusion,reference_cible_meme_consigne
GM2026-V-AVC-02,I61.9,interdit_association,CIM-10,accidents ischémiques cérébraux transitoires et syndromes apparentés,non
GM2026-V-AVC-02,I61.9,interdit_association,CIM-10,démence vasculaire,non
GM2026-V-AVC-02,I61.9,interdit_association,CIM-10,hémorragie intracrânienne traumatique,non
GM2026-V-AVC-02,I61.9,interdit_association,CIM-10,séquelles d'hémorragie intracérébrale,non
GM2026-V-AVC-02,I62.0,interdit_association,ANS,"accidents ischémiques cérébraux transitoires et syndromes apparentés (G45.-)
affections disséminées du tissu conjonctif (M30-M36)
certaines affections dont l'origine se situe dans la période périnatale (P00-P96)
certaines maladies infectieuses et parasitaires (A00-B99)
complications de la grossesse, de l'accouchement et de la puerpéralité (O00-O99)
lésions traumatiques, empoisonnements et certaines autres conséquences de causes externes (S00-T98)
maladies endocriniennes, nutritionnelles et métaboliques (E00-E90)
malformations congénitales et anomalies chromosomiques (Q00-Q99)
symptômes, signes et résultats anormaux d'examens cliniques et de laboratoire, non classés ailleurs (R00-R99)
tumeurs (C00-D48)
",non
GM2026-V-AVC-02,I62.0,interdit_association,ANS,"accidents ischémiques cérébraux transitoires et syndromes apparentés (G45.-)
démence vasculaire (F01.-)
hémorragie intracrânienne traumatique (S06.-)
",non
GM2026-V-AVC-02,I62.0,interdit_association,ANS,"séquelles d'hémorragie intracrânienne (I69.2)
",non
GM2026-V-AVC-02,I62.0,interdit_association,CIM-10,accidents ischémiques cérébraux transitoires et syndromes apparentés,non
GM2026-V-AVC-02,I62.0,interdit_association,CIM-10,démence vasculaire,non
GM2026-V-AVC-02,I62.0,interdit_association,CIM-10,hémorragie intracrânienne traumatique,non
GM2026-V-AVC-02,I62.0,interdit_association,CIM-10,séquelles d'hémorragie intracrânienne,non
GM2026-V-AVC-02,I62.1,interdit_association,ANS,"accidents ischémiques cérébraux transitoires et syndromes apparentés (G45.-)
affections disséminées du tissu conjonctif (M30-M36)
certaines affections dont l'origine se situe dans la période périnatale (P00-P96)
certaines maladies infectieuses et parasitaires (A00-B99)
complications de la grossesse, de l'accouchement et de la puerpéralité (O00-O99)
lésions traumatiques, empoisonnements et certaines autres conséquences de causes externes (S00-T98)
maladies endocriniennes, nutritionnelles et métaboliques (E00-E90)
malformations congénitales et anomalies chromosomiques (Q00-Q99)
symptômes, signes et résultats anormaux d'examens cliniques et de laboratoire, non classés ailleurs (R00-R99)
tumeurs (C00-D48)
",non
GM2026-V-AVC-02,I62.1,interdit_association,ANS,"accidents ischémiques cérébraux transitoires et syndromes apparentés (G45.-)
démence vasculaire (F01.-)
hémorragie intracrânienne traumatique (S06.-)
",non
GM2026-V-AVC-02,I62.1,interdit_association,ANS,"séquelles d'hémorragie intracrânienne (I69.2)
",non
GM2026-V-AVC-02,I62.1,interdit_association,CIM-10,accidents ischémiques cérébraux transitoires et syndromes apparentés,non
GM2026-V-AVC-02,I62.1,interdit_association,CIM-10,démence vasculaire,non
GM2026-V-AVC-02,I62.1,interdit_association,CIM-10,hémorragie intracrânienne traumatique,non
GM2026-V-AVC-02,I62.1,interdit_association,CIM-10,séquelles d'hémorragie intracrânienne,non
GM2026-V-AVC-02,I62.9,interdit_association,ANS,"accidents ischémiques cérébraux transitoires et syndromes apparentés (G45.-)
affections disséminées du tissu conjonctif (M30-M36)
certaines affections dont l'origine se situe dans la période périnatale (P00-P96)
certaines maladies infectieuses et parasitaires (A00-B99)
complications de la grossesse, de l'accouchement et de la puerpéralité (O00-O99)
lésions traumatiques, empoisonnements et certaines autres conséquences de causes externes (S00-T98)
maladies endocriniennes, nutritionnelles et métaboliques (E00-E90)
malformations congénitales et anomalies chromosomiques (Q00-Q99)
symptômes, signes et résultats anormaux d'examens cliniques et de laboratoire, non classés ailleurs (R00-R99)
tumeurs (C00-D48)
",non
GM2026-V-AVC-02,I62.9,interdit_association,ANS,"accidents ischémiques cérébraux transitoires et syndromes apparentés (G45.-)
démence vasculaire (F01.-)
hémorragie intracrânienne traumatique (S06.-)
",non
GM2026-V-AVC-02,I62.9,interdit_association,ANS,"séquelles d'hémorragie intracrânienne (I69.2)
",non
GM2026-V-AVC-02,I62.9,interdit_association,CIM-10,accidents ischémiques cérébraux transitoires et syndromes apparentés,non
GM2026-V-AVC-02,I62.9,interdit_association,CIM-10,démence vasculaire,non
GM2026-V-AVC-02,I62.9,interdit_association,CIM-10,hémorragie intracrânienne traumatique,non
GM2026-V-AVC-02,I62.9,interdit_association,CIM-10,séquelles d'hémorragie intracrânienne,non
GM2026-V-AVC-02,I63.0,interdit_association,ANS,"accidents ischémiques cérébraux transitoires et syndromes apparentés (G45.-)
affections disséminées du tissu conjonctif (M30-M36)
certaines affections dont l'origine se situe dans la période périnatale (P00-P96)
certaines maladies infectieuses et parasitaires (A00-B99)
complications de la grossesse, de l'accouchement et de la puerpéralité (O00-O99)
lésions traumatiques, empoisonnements et certaines autres conséquences de causes externes (S00-T98)
maladies endocriniennes, nutritionnelles et métaboliques (E00-E90)
malformations congénitales et anomalies chromosomiques (Q00-Q99)
symptômes, signes et résultats anormaux d'examens cliniques et de laboratoire, non classés ailleurs (R00-R99)
tumeurs (C00-D48)
",non
GM2026-V-AVC-02,I63.0,interdit_association,ANS,"accidents ischémiques cérébraux transitoires et syndromes apparentés (G45.-)
démence vasculaire (F01.-)
hémorragie intracrânienne traumatique (S06.-)
",non
GM2026-V-AVC-02,I63.0,interdit_association,ANS,"séquelles d'infarctus cérébral (I69.3)
",non
GM2026-V-AVC-02,I63.0,interdit_association,CIM-10,accidents ischémiques cérébraux transitoires et syndromes apparentés,non
GM2026-V-AVC-02,I63.0,interdit_association,CIM-10,démence vasculaire,non
GM2026-V-AVC-02,I63.0,interdit_association,CIM-10,hémorragie intracrânienne traumatique,non
GM2026-V-AVC-02,I63.0,interdit_association,CIM-10,séquelles d'infarctus cérébral,non
GM2026-V-AVC-02,I63.1,interdit_association,ANS,"accidents ischémiques cérébraux transitoires et syndromes apparentés (G45.-)
affections disséminées du tissu conjonctif (M30-M36)
certaines affections dont l'origine se situe dans la période périnatale (P00-P96)
certaines maladies infectieuses et parasitaires (A00-B99)
complications de la grossesse, de l'accouchement et de la puerpéralité (O00-O99)
lésions traumatiques, empoisonnements et certaines autres conséquences de causes externes (S00-T98)
maladies endocriniennes, nutritionnelles et métaboliques (E00-E90)
malformations congénitales et anomalies chromosomiques (Q00-Q99)
symptômes, signes et résultats anormaux d'examens cliniques et de laboratoire, non classés ailleurs (R00-R99)
tumeurs (C00-D48)
",non
GM2026-V-AVC-02,I63.1,interdit_association,ANS,"accidents ischémiques cérébraux transitoires et syndromes apparentés (G45.-)
démence vasculaire (F01.-)
hémorragie intracrânienne traumatique (S06.-)
",non
GM2026-V-AVC-02,I63.1,interdit_association,ANS,"séquelles d'infarctus cérébral (I69.3)
",non
GM2026-V-AVC-02,I63.1,interdit_association,CIM-10,accidents ischémiques cérébraux transitoires et syndromes apparentés,non
GM2026-V-AVC-02,I63.1,interdit_association,CIM-10,démence vasculaire,non
GM2026-V-AVC-02,I63.1,interdit_association,CIM-10,hémorragie intracrânienne traumatique,non
GM2026-V-AVC-02,I63.1,interdit_association,CIM-10,séquelles d'infarctus cérébral,non
GM2026-V-AVC-02,I63.2,interdit_association,ANS,"accidents ischémiques cérébraux transitoires et syndromes apparentés (G45.-)
affections disséminées du tissu conjonctif (M30-M36)
certaines affections dont l'origine se situe dans la période périnatale (P00-P96)
certaines maladies infectieuses et parasitaires (A00-B99)
complications de la grossesse, de l'accouchement et de la puerpéralité (O00-O99)
lésions traumatiques, empoisonnements et certaines autres conséquences de causes externes (S00-T98)
maladies endocriniennes, nutritionnelles et métaboliques (E00-E90)
malformations congénitales et anomalies chromosomiques (Q00-Q99)
symptômes, signes et résultats anormaux d'examens cliniques et de laboratoire, non classés ailleurs (R00-R99)
tumeurs (C00-D48)
",non
GM2026-V-AVC-02,I63.2,interdit_association,ANS,"accidents ischémiques cérébraux transitoires et syndromes apparentés (G45.-)
démence vasculaire (F01.-)
hémorragie intracrânienne traumatique (S06.-)
",non
GM2026-V-AVC-02,I63.2,interdit_association,ANS,"séquelles d'infarctus cérébral (I69.3)
",non
GM2026-V-AVC-02,I63.2,interdit_association,CIM-10,accidents ischémiques cérébraux transitoires et syndromes apparentés,non
GM2026-V-AVC-02,I63.2,interdit_association,CIM-10,démence vasculaire,non
GM2026-V-AVC-02,I63.2,interdit_association,CIM-10,hémorragie intracrânienne traumatique,non
GM2026-V-AVC-02,I63.2,interdit_association,CIM-10,séquelles d'infarctus cérébral,non
GM2026-V-AVC-02,I63.3,interdit_association,ANS,"accidents ischémiques cérébraux transitoires et syndromes apparentés (G45.-)
affections disséminées du tissu conjonctif (M30-M36)
certaines affections dont l'origine se situe dans la période périnatale (P00-P96)
certaines maladies infectieuses et parasitaires (A00-B99)
complications de la grossesse, de l'accouchement et de la puerpéralité (O00-O99)
lésions traumatiques, empoisonnements et certaines autres conséquences de causes externes (S00-T98)
maladies endocriniennes, nutritionnelles et métaboliques (E00-E90)
malformations congénitales et anomalies chromosomiques (Q00-Q99)
symptômes, signes et résultats anormaux d'examens cliniques et de laboratoire, non classés ailleurs (R00-R99)
tumeurs (C00-D48)
",non
GM2026-V-AVC-02,I63.3,interdit_association,ANS,"accidents ischémiques cérébraux transitoires et syndromes apparentés (G45.-)
démence vasculaire (F01.-)
hémorragie intracrânienne traumatique (S06.-)
",non
GM2026-V-AVC-02,I63.3,interdit_association,ANS,"séquelles d'infarctus cérébral (I69.3)
",non
GM2026-V-AVC-02,I63.3,interdit_association,CIM-10,accidents ischémiques cérébraux transitoires et syndromes apparentés,non
GM2026-V-AVC-02,I63.3,interdit_association,CIM-10,démence vasculaire,non
GM2026-V-AVC-02,I63.3,interdit_association,CIM-10,hémorragie intracrânienne traumatique,non
GM2026-V-AVC-02,I63.3,interdit_association,CIM-10,séquelles d'infarctus cérébral,non
GM2026-V-AVC-02,I63.4,interdit_association,ANS,"accidents ischémiques cérébraux transitoires et syndromes apparentés (G45.-)
affections disséminées du tissu conjonctif (M30-M36)
certaines affections dont l'origine se situe dans la période périnatale (P00-P96)
certaines maladies infectieuses et parasitaires (A00-B99)
complications de la grossesse, de l'accouchement et de la puerpéralité (O00-O99)
lésions traumatiques, empoisonnements et certaines autres conséquences de causes externes (S00-T98)
maladies endocriniennes, nutritionnelles et métaboliques (E00-E90)
malformations congénitales et anomalies chromosomiques (Q00-Q99)
symptômes, signes et résultats anormaux d'examens cliniques et de laboratoire, non classés ailleurs (R00-R99)
tumeurs (C00-D48)
",non
GM2026-V-AVC-02,I63.4,interdit_association,ANS,"accidents ischémiques cérébraux transitoires et syndromes apparentés (G45.-)
démence vasculaire (F01.-)
hémorragie intracrânienne traumatique (S06.-)
",non
GM2026-V-AVC-02,I63.4,interdit_association,ANS,"séquelles d'infarctus cérébral (I69.3)
",non
GM2026-V-AVC-02,I63.4,interdit_association,CIM-10,accidents ischémiques cérébraux transitoires et syndromes apparentés,non
GM2026-V-AVC-02,I63.4,interdit_association,CIM-10,démence vasculaire,non
GM2026-V-AVC-02,I63.4,interdit_association,CIM-10,hémorragie intracrânienne traumatique,non
GM2026-V-AVC-02,I63.4,interdit_association,CIM-10,séquelles d'infarctus cérébral,non
GM2026-V-AVC-02,I63.5,interdit_association,ANS,"accidents ischémiques cérébraux transitoires et syndromes apparentés (G45.-)
affections disséminées du tissu conjonctif (M30-M36)
certaines affections dont l'origine se situe dans la période périnatale (P00-P96)
certaines maladies infectieuses et parasitaires (A00-B99)
complications de la grossesse, de l'accouchement et de la puerpéralité (O00-O99)
lésions traumatiques, empoisonnements et certaines autres conséquences de causes externes (S00-T98)
maladies endocriniennes, nutritionnelles et métaboliques (E00-E90)
malformations congénitales et anomalies chromosomiques (Q00-Q99)
symptômes, signes et résultats anormaux d'examens cliniques et de laboratoire, non classés ailleurs (R00-R99)
tumeurs (C00-D48)
",non
GM2026-V-AVC-02,I63.5,interdit_association,ANS,"accidents ischémiques cérébraux transitoires et syndromes apparentés (G45.-)
démence vasculaire (F01.-)
hémorragie intracrânienne traumatique (S06.-)
",non
GM2026-V-AVC-02,I63.5,interdit_association,ANS,"séquelles d'infarctus cérébral (I69.3)
",non
GM2026-V-AVC-02,I63.5,interdit_association,CIM-10,accidents ischémiques cérébraux transitoires et syndromes apparentés,non
GM2026-V-AVC-02,I63.5,interdit_association,CIM-10,démence vasculaire,non
GM2026-V-AVC-02,I63.5,interdit_association,CIM-10,hémorragie intracrânienne traumatique,non
GM2026-V-AVC-02,I63.5,interdit_association,CIM-10,séquelles d'infarctus cérébral,non
GM2026-V-AVC-02,I63.6,interdit_association,ANS,"accidents ischémiques cérébraux transitoires et syndromes apparentés (G45.-)
affections disséminées du tissu conjonctif (M30-M36)
certaines affections dont l'origine se situe dans la période périnatale (P00-P96)
certaines maladies infectieuses et parasitaires (A00-B99)
complications de la grossesse, de l'accouchement et de la puerpéralité (O00-O99)
lésions traumatiques, empoisonnements et certaines autres conséquences de causes externes (S00-T98)
maladies endocriniennes, nutritionnelles et métaboliques (E00-E90)
malformations congénitales et anomalies chromosomiques (Q00-Q99)
symptômes, signes et résultats anormaux d'examens cliniques et de laboratoire, non classés ailleurs (R00-R99)
tumeurs (C00-D48)
",non
GM2026-V-AVC-02,I63.6,interdit_association,ANS,"accidents ischémiques cérébraux transitoires et syndromes apparentés (G45.-)
démence vasculaire (F01.-)
hémorragie intracrânienne traumatique (S06.-)
",non
GM2026-V-AVC-02,I63.6,interdit_association,ANS,"séquelles d'infarctus cérébral (I69.3)
",non
GM2026-V-AVC-02,I63.6,interdit_association,CIM-10,accidents ischémiques cérébraux transitoires et syndromes apparentés,non
GM2026-V-AVC-02,I63.6,interdit_association,CIM-10,démence vasculaire,non
GM2026-V-AVC-02,I63.6,interdit_association,CIM-10,hémorragie intracrânienne traumatique,non
