code,abbrev,label,type
W23.6,W236,"compression, écrasement ou blocage dans des objets ou entre des objets | local industriel et chantier de construction",category
W23.7,W237,"compression, écrasement ou blocage dans des objets ou entre des objets | exploitation agricole",category
W23.8,W238,"compression, écrasement ou blocage dans des objets ou entre des objets | autres lieux précisés",category
W23.9,W239,"compression, écrasement ou blocage dans des objets ou entre des objets | lieu, sans précision",category
W24.0,W240,"contact avec des dispositifs de levage et de transmission, non classés ailleurs | domicile",category
W24.1,W241,"contact avec des dispositifs de levage et de transmission, non classés ailleurs | établissement collectif",category
W24.2,W242,"contact avec des dispositifs de levage et de transmission, non classés ailleurs | école, autre institution et lieu d'administration publique",category
W24.3,W243,"contact avec des dispositifs de levage et de transmission, non classés ailleurs | lieu de sport et d'athlétisme",category
W24.4,W244,"contact avec des dispositifs de levage et de transmission, non classés ailleurs | rue ou route",category
W24.5,W245,"contact avec des dispositifs de levage et de transmission, non classés ailleurs | zone de commerce et de service",category
W24.6,W246,"contact avec des dispositifs de levage et de transmission, non classés ailleurs | local industriel et chantier de construction",category
W24.7,W247,"contact avec des dispositifs de levage et de transmission, non classés ailleurs | exploitation agricole",category
W24.8,W248,"contact avec des dispositifs de levage et de transmission, non classés ailleurs | autres lieux précisés",category
W24.9,W249,"contact avec des dispositifs de levage et de transmission, non classés ailleurs | lieu, sans précision",category
W25.0,W250,contact avec du verre tranchant | domicile,category
W25.1,W251,contact avec du verre tranchant | établissement collectif,category
W25.2,W252,"contact avec du verre tranchant | école, autre institution et lieu d'administration publique",category
W25.3,W253,contact avec du verre tranchant | lieu de sport et d'athlétisme,category
W25.4,W254,contact avec du verre tranchant | rue ou route,category
W25.5,W255,contact avec du verre tranchant | zone de commerce et de service,category
W25.6,W256,contact avec du verre tranchant | local industriel et chantier de construction,category
W25.7,W257,contact avec du verre tranchant | exploitation agricole,category
W25.8,W258,contact avec du verre tranchant | autres lieux précisés,category
W25.9,W259,"contact avec du verre tranchant | lieu, sans précision",category
W26.1,W261,"contact avec un couteau, une épée ou un poignard | établissement collectif",category
W26.2,W262,"contact avec un couteau, une épée ou un poignard | école, autre institution et lieu d'administration publique",category
W26.3,W263,"contact avec un couteau, une épée ou un poignard | lieu de sport et d'athlétisme",category
W26.4,W264,"contact avec un couteau, une épée ou un poignard | rue ou route",category
W26.5,W265,"contact avec un couteau, une épée ou un poignard | zone de commerce et de service",category
W26.6,W266,"contact avec un couteau, une épée ou un poignard | local industriel et chantier de construction",category
W26.7,W267,"contact avec un couteau, une épée ou un poignard | exploitation agricole",category
W27.0,W270,contact avec un outil à main non électrique | domicile,category
W27.1,W271,contact avec un outil à main non électrique | établissement collectif,category
W27.2,W272,"contact avec un outil à main non électrique | école, autre institution et lieu d'administration publique",category
W27.3,W273,contact avec un outil à main non électrique | lieu de sport et d'athlétisme,category
W27.4,W274,contact avec un outil à main non électrique | rue ou route,category
W27.5,W275,contact avec un outil à main non électrique | zone de commerce et de service,category
W27.6,W276,contact avec un outil à main non électrique | local industriel et chantier de construction,category
W27.7,W277,contact avec un outil à main non électrique | exploitation agricole,category
W27.8,W278,contact avec un outil à main non électrique | autres lieux précisés,category
W27.9,W279,"contact avec un outil à main non électrique | lieu, sans précision",category
W28.0,W280,contact avec tondeuse à gazon à moteur | domicile,category
W28.1,W281,contact avec tondeuse à gazon à moteur | établissement collectif,category
W28.2,W282,"contact avec tondeuse à gazon à moteur | école, autre institution et lieu d'administration publique",category
W28.3,W283,contact avec tondeuse à gazon à moteur | lieu de sport et d'athlétisme,category
W28.4,W284,contact avec tondeuse à gazon à moteur | rue ou route,category
W28.5,W285,contact avec tondeuse à gazon à moteur | zone de commerce et de service,category
W28.6,W286,contact avec tondeuse à gazon à moteur | local industriel et chantier de construction,category
W28.7,W287,contact avec tondeuse à gazon à moteur | exploitation agricole,category
W28.8,W288,contact avec tondeuse à gazon à moteur | autres lieux précisés,category
W28.9,W289,"contact avec tondeuse à gazon à moteur | lieu, sans précision",category
W29.0,W290,contact avec d'autres outils manuels électriques et appareils électro-ménagers | domicile,category
W29.1,W291,contact avec d'autres outils manuels électriques et appareils électro-ménagers | établissement collectif,category
W29.2,W292,"contact avec d'autres outils manuels électriques et appareils électro-ménagers | école, autre institution et lieu d'administration publique",category
W29.3,W293,contact avec d'autres outils manuels électriques et appareils électro-ménagers | lieu de sport et d'athlétisme,category
W29.4,W294,contact avec d'autres outils manuels électriques et appareils électro-ménagers | rue ou route,category
W29.5,W295,contact avec d'autres outils manuels électriques et appareils électro-ménagers | zone de commerce et de service,category
W29.6,W296,contact avec d'autres outils manuels électriques et appareils électro-ménagers | local industriel et chantier de construction,category
W29.7,W297,contact avec d'autres outils manuels électriques et appareils électro-ménagers | exploitation agricole,category
W29.8,W298,contact avec d'autres outils manuels électriques et appareils électro-ménagers | autres lieux précisés,category
W29.9,W299,"contact avec d'autres outils manuels électriques et appareils électro-ménagers | lieu, sans précision",category
W30.0,W300,contact avec du matériel agricole | domicile,category
W30.1,W301,contact avec du matériel agricole | établissement collectif,category
W30.2,W302,"contact avec du matériel agricole | école, autre institution et lieu d'administration publique",category
W30.3,W303,contact avec du matériel agricole | lieu de sport et d'athlétisme,category
W30.4,W304,contact avec du matériel agricole | rue ou route,category
W30.5,W305,contact avec du matériel agricole | zone de commerce et de service,category
W30.6,W306,contact avec du matériel agricole | local industriel et chantier de construction,category
W30.7,W307,contact avec du matériel agricole | exploitation agricole,category
W30.8,W308,contact avec du matériel agricole | autres lieux précisés,category
W30.9,W309,"contact avec du matériel agricole | lieu, sans précision",category
W31.0,W310,"contact avec des appareils, autres et sans précision | domicile",category
W31.1,W311,"contact avec des appareils, autres et sans précision | établissement collectif",category
W31.2,W312,"contact avec des appareils, autres et sans précision | école, autre institution et lieu d'administration publique",category
W31.3,W313,"contact avec des appareils, autres et sans précision | lieu de sport et d'athlétisme",category
W31.4,W314,"contact avec des appareils, autres et sans précision | rue ou route",category
W31.5,W315,"contact avec des appareils, autres et sans précision | zone de commerce et de service",category
W31.6,W316,"contact avec des appareils, autres et sans précision | local industriel et chantier de construction",category
W31.7,W317,"contact avec des appareils, autres et sans précision | exploitation agricole",category
W31.8,W318,"contact avec des appareils, autres et sans précision | autres lieux précisés",category
W31.9,W319,"contact avec des appareils, autres et sans précision | lieu, sans précision",category
W32.0,W320,décharge d'arme de poing | domicile,category
W32.1,W321,décharge d'arme de poing | établissement collectif,category
W32.2,W322,"décharge d'arme de poing | école, autre institution et lieu d'administration publique",category
W32.3,W323,décharge d'arme de poing | lieu de sport et d'athlétisme,category
W32.4,W324,décharge d'arme de poing | rue ou route,category
W32.5,W325,décharge d'arme de poing | zone de commerce et de service,category
W32.6,W326,décharge d'arme de poing | local industriel et chantier de construction,category
W32.7,W327,décharge d'arme de poing | exploitation agricole,category
W32.8,W328,décharge d'arme de poing | autres lieux précisés,category
W32.9,W329,"décharge d'arme de poing | lieu, sans précision",category
W33.0,W330,"décharge de fusil, de carabine et d'arme de plus grande taille | domicile",category
W33.1,W331,"décharge de fusil, de carabine et d'arme de plus grande taille | établissement collectif",category
W33.2,W332,"décharge de fusil, de carabine et d'arme de plus grande taille | école, autre institution et lieu d'administration publique",category
W33.3,W333,"décharge de fusil, de carabine et d'arme de plus grande taille | lieu de sport et d'athlétisme",category
W33.4,W334,"décharge de fusil, de carabine et d'arme de plus grande taille | rue ou route",category
W33.5,W335,"décharge de fusil, de carabine et d'arme de plus grande taille | zone de commerce et de service",category
W33.6,W336,"décharge de fusil, de carabine et d'arme de plus grande taille | local industriel et chantier de construction",category
W33.7,W337,"décharge de fusil, de carabine et d'arme de plus grande taille | exploitation agricole",category
W33.8,W338,"décharge de fusil, de carabine et d'arme de plus grande taille | autres lieux précisés",category
W33.9,W339,"décharge de fusil, de carabine et d'arme de plus grande taille | lieu, sans précision",category
W34.0,W340,"décharge d'armes, autres et sans précision | domicile",category
W34.1,W341,"décharge d'armes, autres et sans précision | établissement collectif",category
W34.2,W342,"décharge d'armes, autres et sans précision | école, autre institution et lieu d'administration publique",category
W34.3,W343,"décharge d'armes, autres et sans précision | lieu de sport et d'athlétisme",category
W34.4,W344,"décharge d'armes, autres et sans précision | rue ou route",category
W34.5,W345,"décharge d'armes, autres et sans précision | zone de commerce et de service",category
W34.6,W346,"décharge d'armes, autres et sans précision | local industriel et chantier de construction",category
