code,type,texte_retenu,texte_alternatif_ans,libelles_identiques_apres_normalisation,difference_significative
W20,exclusion,objet mis en mouvement par une explosion,"chute d'objet au cours de :
 - accident de transport [V01-V99] 
 - accident mécanique [W24.-]  [W28-W31] 
 - cataclysme [X34-X39] 
effondrement d'un bâtiment en flammes [X00.-] 
matériel de sport [W21.-] 
- objet mis en mouvement par une :
 - arme à feu [W32-W34] 
 - explosion [W35-W40] 
",false,true
W20,inclusion,"affaissement du sol, sans asphyxie ni suffocation","affaissement du sol, sans asphyxie ni suffocation
effondrement d'un bâtiment, sauf en feu
chute de :
 - arbre
 - pierre
 - rocher
",false,true
W20,inclusion,chute de arbre,"affaissement du sol, sans asphyxie ni suffocation
effondrement d'un bâtiment, sauf en feu
chute de :
 - arbre
 - pierre
 - rocher
",false,true
W20,inclusion,chute de pierre,"affaissement du sol, sans asphyxie ni suffocation
effondrement d'un bâtiment, sauf en feu
chute de :
 - arbre
 - pierre
 - rocher
",false,true
W20,inclusion,chute de rocher,"affaissement du sol, sans asphyxie ni suffocation
effondrement d'un bâtiment, sauf en feu
chute de :
 - arbre
 - pierre
 - rocher
",false,true
W20,inclusion,"effondrement d'un bâtiment, sauf en feu","affaissement du sol, sans asphyxie ni suffocation
effondrement d'un bâtiment, sauf en feu
chute de :
 - arbre
 - pierre
 - rocher
",false,true
W20-W49,exclusion,agression,"agression [X85-Y09]
contact ou collision avec des animaux ou des personnes [W50-W64]
lésion auto-infligée [X60-X84]
",false,true
W20-W49,exclusion,contact ou collision avec des animaux ou des personnes,"agression [X85-Y09]
contact ou collision avec des animaux ou des personnes [W50-W64]
lésion auto-infligée [X60-X84]
",false,true
W20-W49,exclusion,lésion auto-infligée,"agression [X85-Y09]
contact ou collision avec des animaux ou des personnes [W50-W64]
lésion auto-infligée [X60-X84]
",false,true
W21,inclusion,coup de balle ou ballon lancé(e),"coup de :
 - balle ou ballon lancé(e)
 - canne ou palet de hockey
",false,true
W21,inclusion,coup de canne ou palet de hockey,"coup de :
 - balle ou ballon lancé(e)
 - canne ou palet de hockey
",false,true
W22,inclusion,heurt contre un mur en marchant,,true,false
W23,exclusion,heurt causé par le lancement ou la chute d'un objet,"heurt causé par le lancement ou la chute d'un objet [W20.-]
lésion traumatique causée par :
 - appareil [W28-W31] 
 - dispositifs de levage et de transmission [W24.-] 
 - instrument tranchant ou perforant [W25-W27] 
 - outils manuels non électriques [W27.-] 
 - véhicule de transport utilisé comme moyen de transport [V01-V99] 
",false,true
W23,exclusion,lésion traumatique causée par appareil,"heurt causé par le lancement ou la chute d'un objet [W20.-]
lésion traumatique causée par :
 - appareil [W28-W31] 
 - dispositifs de levage et de transmission [W24.-] 
 - instrument tranchant ou perforant [W25-W27] 
 - outils manuels non électriques [W27.-] 
 - véhicule de transport utilisé comme moyen de transport [V01-V99] 
",false,true
W23,exclusion,lésion traumatique causée par dispositifs de levage et de transmission,"heurt causé par le lancement ou la chute d'un objet [W20.-]
lésion traumatique causée par :
 - appareil [W28-W31] 
 - dispositifs de levage et de transmission [W24.-] 
 - instrument tranchant ou perforant [W25-W27] 
 - outils manuels non électriques [W27.-] 
 - véhicule de transport utilisé comme moyen de transport [V01-V99] 
",false,true
W23,exclusion,lésion traumatique causée par instrument tranchant ou perforant,"heurt causé par le lancement ou la chute d'un objet [W20.-]
lésion traumatique causée par :
 - appareil [W28-W31] 
 - dispositifs de levage et de transmission [W24.-] 
 - instrument tranchant ou perforant [W25-W27] 
 - outils manuels non électriques [W27.-] 
 - véhicule de transport utilisé comme moyen de transport [V01-V99] 
",false,true
W23,exclusion,lésion traumatique causée par outils manuels non électriques,"heurt causé par le lancement ou la chute d'un objet [W20.-]
lésion traumatique causée par :
 - appareil [W28-W31] 
 - dispositifs de levage et de transmission [W24.-] 
 - instrument tranchant ou perforant [W25-W27] 
 - outils manuels non électriques [W27.-] 
 - véhicule de transport utilisé comme moyen de transport [V01-V99] 
",false,true
W23,exclusion,lésion traumatique causée par véhicule de transport,"heurt causé par le lancement ou la chute d'un objet [W20.-]
lésion traumatique causée par :
 - appareil [W28-W31] 
 - dispositifs de levage et de transmission [W24.-] 
 - instrument tranchant ou perforant [W25-W27] 
 - outils manuels non électriques [W27.-] 
 - véhicule de transport utilisé comme moyen de transport [V01-V99] 
",false,true
W23,inclusion,"compression, écrasement ou blocage entre objet tel(s) que caisse d'emballage et sol, après lachage de prise, objet pliant, porte coulissante et chambranle de porte, rouleaux d'essorage d'un lave-linge","compression, écrasement ou blocage :
• entre :
 - objets en mouvement tel(s) que  caisse d'emballage et sol, après lachage de prise 
 tel(s) que  objet pliant 
 tel(s) que  porte coulissante et chambranle de porte 
 tel(s) que  rouleaux d'essorage d'un lave-linge 
 - un objet en mouvement et un objet immobile tel(s) que  caisse d'emballage et sol, après lachage de prise 
 tel(s) que  objet pliant 
 tel(s) que  porte coulissante et chambranle de porte 
 tel(s) que  rouleaux d'essorage d'un lave-linge 
• dans un objet tel(s) que  caisse d'emballage et sol, après lachage de prise 
 tel(s) que  objet pliant 
 tel(s) que  porte coulissante et chambranle de porte 
 tel(s) que  rouleaux d'essorage d'un lave-linge 
",false,true
W23,inclusion,"compression, écrasement ou blocage entre objets en mouvement tel(s) que caisse d'emballage et sol, après lachage de prise, objet pliant, porte coulissante et chambranle de porte, rouleaux d'essorage d'un lave-linge","compression, écrasement ou blocage :
• entre :
 - objets en mouvement tel(s) que  caisse d'emballage et sol, après lachage de prise 
 tel(s) que  objet pliant 
 tel(s) que  porte coulissante et chambranle de porte 
 tel(s) que  rouleaux d'essorage d'un lave-linge 
 - un objet en mouvement et un objet immobile tel(s) que  caisse d'emballage et sol, après lachage de prise 
 tel(s) que  objet pliant 
 tel(s) que  porte coulissante et chambranle de porte 
 tel(s) que  rouleaux d'essorage d'un lave-linge 
• dans un objet tel(s) que  caisse d'emballage et sol, après lachage de prise 
 tel(s) que  objet pliant 
 tel(s) que  porte coulissante et chambranle de porte 
 tel(s) que  rouleaux d'essorage d'un lave-linge 
",false,true
W23,inclusion,"compression, écrasement ou blocage entre un objet en mouvement et un objet immobile tel(s) que caisse d'emballage et sol, après lachage de prise, objet pliant, porte coulissante et chambranle de porte, rouleaux d'essorage d'un lave-linge","compression, écrasement ou blocage :
• entre :
 - objets en mouvement tel(s) que  caisse d'emballage et sol, après lachage de prise 
 tel(s) que  objet pliant 
 tel(s) que  porte coulissante et chambranle de porte 
 tel(s) que  rouleaux d'essorage d'un lave-linge 
 - un objet en mouvement et un objet immobile tel(s) que  caisse d'emballage et sol, après lachage de prise 
 tel(s) que  objet pliant 
 tel(s) que  porte coulissante et chambranle de porte 
 tel(s) que  rouleaux d'essorage d'un lave-linge 
• dans un objet tel(s) que  caisse d'emballage et sol, après lachage de prise 
 tel(s) que  objet pliant 
 tel(s) que  porte coulissante et chambranle de porte 
 tel(s) que  rouleaux d'essorage d'un lave-linge 
",false,true
W24,exclusion,accidents de transport,"accidents de transport [V01-V99]
",false,true
W24,inclusion,bloc poulie,"bloc poulie
câble
corde
courroie ou câble de transmission
palan
treuil
",false,true
W24,inclusion,corde,"bloc poulie
câble
corde
courroie ou câble de transmission
palan
treuil
",false,true
W24,inclusion,courroie ou câble de transmission,"bloc poulie
câble
corde
courroie ou câble de transmission
palan
treuil
",false,true
W24,inclusion,câble,"bloc poulie
câble
corde
courroie ou câble de transmission
palan
treuil
",false,true
W24,inclusion,palan,"bloc poulie
câble
corde
courroie ou câble de transmission
palan
treuil
",false,true
W24,inclusion,treuil,"bloc poulie
câble
corde
courroie ou câble de transmission
palan
treuil
",false,true
W25,exclusion,chute impliquant du verre,"chute impliquant du verre [W00-W19]
éclats de verre dus à une explosion ou à la décharge d'une arme à feu [W32-W40]
éclat de verre pénétrant dans la peau [W45]
",false,true
W25,exclusion,éclats de verre dus à une explosion ou à la décharge d'une arme à feu,"chute impliquant du verre [W00-W19]
éclats de verre dus à une explosion ou à la décharge d'une arme à feu [W32-W40]
éclat de verre pénétrant dans la peau [W45]
",false,true
W27,inclusion,aiguille,"aiguille
bêche
burin
ciseau à froid
ciseaux
coupe-papier
fourche
fourchette
hache
machine à coudre, non électrique
ouvre-boîte SAI
pelle
pic à glace
râteau
scie à main
tournevis
",false,true
W27,inclusion,burin,"aiguille
bêche
burin
ciseau à froid
ciseaux
coupe-papier
fourche
fourchette
hache
machine à coudre, non électrique
ouvre-boîte SAI
pelle
pic à glace
râteau
scie à main
tournevis
",false,true
W27,inclusion,bêche,"aiguille
bêche
burin
ciseau à froid
ciseaux
coupe-papier
fourche
fourchette
hache
machine à coudre, non électrique
ouvre-boîte SAI
pelle
pic à glace
râteau
scie à main
tournevis
",false,true
W27,inclusion,ciseau à froid,"aiguille
bêche
burin
ciseau à froid
ciseaux
coupe-papier
fourche
fourchette
hache
machine à coudre, non électrique
ouvre-boîte SAI
pelle
pic à glace
râteau
scie à main
tournevis
",false,true
W27,inclusion,ciseaux,"aiguille
bêche
burin
ciseau à froid
ciseaux
coupe-papier
fourche
fourchette
hache
machine à coudre, non électrique
ouvre-boîte SAI
pelle
pic à glace
râteau
scie à main
tournevis
",false,true
W27,inclusion,coupe-papier,"aiguille
bêche
burin
ciseau à froid
ciseaux
coupe-papier
fourche
fourchette
hache
machine à coudre, non électrique
ouvre-boîte SAI
pelle
pic à glace
râteau
scie à main
tournevis
",false,true
W27,inclusion,fourche,"aiguille
bêche
burin
ciseau à froid
ciseaux
coupe-papier
fourche
fourchette
hache
machine à coudre, non électrique
ouvre-boîte SAI
pelle
pic à glace
râteau
scie à main
tournevis
",false,true
W27,inclusion,fourchette,"aiguille
bêche
burin
ciseau à froid
ciseaux
coupe-papier
fourche
fourchette
hache
machine à coudre, non électrique
ouvre-boîte SAI
pelle
pic à glace
râteau
scie à main
tournevis
",false,true
W27,inclusion,hache,"aiguille
bêche
burin
ciseau à froid
ciseaux
coupe-papier
fourche
fourchette
hache
machine à coudre, non électrique
ouvre-boîte SAI
pelle
pic à glace
râteau
scie à main
tournevis
",false,true
W27,inclusion,"machine à coudre, non électrique","aiguille
bêche
burin
ciseau à froid
ciseaux
coupe-papier
fourche
fourchette
hache
machine à coudre, non électrique
ouvre-boîte SAI
pelle
pic à glace
râteau
scie à main
tournevis
",false,true
W27,inclusion,ouvre-boîte SAI,"aiguille
bêche
burin
ciseau à froid
ciseaux
coupe-papier
fourche
fourchette
hache
machine à coudre, non électrique
ouvre-boîte SAI
pelle
pic à glace
râteau
scie à main
tournevis
",false,true
W27,inclusion,pelle,"aiguille
bêche
burin
ciseau à froid
ciseaux
coupe-papier
fourche
fourchette
hache
machine à coudre, non électrique
ouvre-boîte SAI
pelle
pic à glace
râteau
scie à main
tournevis
",false,true
W27,inclusion,pic à glace,"aiguille
bêche
burin
ciseau à froid
ciseaux
coupe-papier
fourche
fourchette
hache
machine à coudre, non électrique
ouvre-boîte SAI
pelle
pic à glace
râteau
scie à main
tournevis
",false,true
W27,inclusion,râteau,"aiguille
bêche
burin
ciseau à froid
ciseaux
coupe-papier
fourche
fourchette
hache
machine à coudre, non électrique
ouvre-boîte SAI
pelle
pic à glace
râteau
scie à main
tournevis
",false,true
W27,inclusion,scie à main,"aiguille
bêche
burin
ciseau à froid
ciseaux
coupe-papier
fourche
fourchette
hache
machine à coudre, non électrique
ouvre-boîte SAI
pelle
pic à glace
râteau
scie à main
tournevis
",false,true
W27,inclusion,tournevis,"aiguille
bêche
burin
ciseau à froid
ciseaux
coupe-papier
fourche
fourchette
hache
machine à coudre, non électrique
ouvre-boîte SAI
pelle
pic à glace
râteau
scie à main
tournevis
",false,true
W28,exclusion,exposition au courant électrique,"exposition au courant électrique [W86.-]
",false,true
W29,exclusion,exposition au courant électrique,"exposition au courant électrique [W86.-]
",false,true
W29,inclusion,couteau électrique,"couteau  électrique
essoreuse  électrique
machine à coudre  électrique
outil de bricolage  électrique
outils de jardin  électrique
ouvre-boîte  électrique
scie circulaire  électrique
taille-haies  électrique
tronçonneuse  électrique
lave-linge
mélangeur ou batteur
",false,true
W29,inclusion,essoreuse électrique,"couteau  électrique
essoreuse  électrique
machine à coudre  électrique
outil de bricolage  électrique
outils de jardin  électrique
ouvre-boîte  électrique
scie circulaire  électrique
taille-haies  électrique
tronçonneuse  électrique
lave-linge
mélangeur ou batteur
",false,true
W29,inclusion,lave-linge électrique,"couteau  électrique
essoreuse  électrique
machine à coudre  électrique
outil de bricolage  électrique
outils de jardin  électrique
ouvre-boîte  électrique
scie circulaire  électrique
taille-haies  électrique
tronçonneuse  électrique
lave-linge
mélangeur ou batteur
",false,true
W29,inclusion,machine à coudre électrique,"couteau  électrique
essoreuse  électrique
machine à coudre  électrique
outil de bricolage  électrique
outils de jardin  électrique
ouvre-boîte  électrique
scie circulaire  électrique
taille-haies  électrique
tronçonneuse  électrique
lave-linge
mélangeur ou batteur
",false,true
W29,inclusion,mélangeur ou batteur,"couteau  électrique
essoreuse  électrique
machine à coudre  électrique
outil de bricolage  électrique
outils de jardin  électrique
ouvre-boîte  électrique
scie circulaire  électrique
taille-haies  électrique
tronçonneuse  électrique
lave-linge
mélangeur ou batteur
",false,true
W29,inclusion,outil de bricolage électrique,"couteau  électrique
essoreuse  électrique
machine à coudre  électrique
outil de bricolage  électrique
outils de jardin  électrique
ouvre-boîte  électrique
scie circulaire  électrique
taille-haies  électrique
tronçonneuse  électrique
lave-linge
mélangeur ou batteur
",false,true
W29,inclusion,outils de jardin électrique,"couteau  électrique
essoreuse  électrique
machine à coudre  électrique
outil de bricolage  électrique
outils de jardin  électrique
ouvre-boîte  électrique
scie circulaire  électrique
taille-haies  électrique
tronçonneuse  électrique
lave-linge
mélangeur ou batteur
",false,true
W29,inclusion,ouvre-boîte électrique,"couteau  électrique
essoreuse  électrique
machine à coudre  électrique
outil de bricolage  électrique
outils de jardin  électrique
ouvre-boîte  électrique
scie circulaire  électrique
taille-haies  électrique
tronçonneuse  électrique
lave-linge
mélangeur ou batteur
",false,true
W29,inclusion,scie circulaire électrique,"couteau  électrique
essoreuse  électrique
machine à coudre  électrique
outil de bricolage  électrique
outils de jardin  électrique
ouvre-boîte  électrique
scie circulaire  électrique
taille-haies  électrique
tronçonneuse  électrique
lave-linge
mélangeur ou batteur
",false,true
W29,inclusion,taille-haies électrique,"couteau  électrique
essoreuse  électrique
machine à coudre  électrique
outil de bricolage  électrique
outils de jardin  électrique
ouvre-boîte  électrique
scie circulaire  électrique
taille-haies  électrique
tronçonneuse  électrique
lave-linge
mélangeur ou batteur
",false,true
W29,inclusion,tronçonneuse électrique,"couteau  électrique
essoreuse  électrique
machine à coudre  électrique
outil de bricolage  électrique
outils de jardin  électrique
ouvre-boîte  électrique
scie circulaire  électrique
taille-haies  électrique
tronçonneuse  électrique
lave-linge
mélangeur ou batteur
",false,true
W30,exclusion,contact avec du matériel agricole en cours de transport autonome ou remorqué par un véhicule,"contact avec du matériel agricole en cours de transport autonome ou remorqué par un véhicule [V01-V99]
exposition au courant électrique [W86.-]
",false,true
W30,exclusion,exposition au courant électrique,"contact avec du matériel agricole en cours de transport autonome ou remorqué par un véhicule [V01-V99]
exposition au courant électrique [W86.-]
",false,true
W30,inclusion,batteuse,"batteuse
élévateur de fourrage
machine agricole SAI
matériel agricole à traction animale
moissonneuse
moissonneuse-batteuse
",false,true
W30,inclusion,machine agricole SAI,"batteuse
élévateur de fourrage
machine agricole SAI
matériel agricole à traction animale
moissonneuse
moissonneuse-batteuse
",false,true
W30,inclusion,matériel agricole à traction animale,"batteuse
élévateur de fourrage
machine agricole SAI
matériel agricole à traction animale
moissonneuse
moissonneuse-batteuse
",false,true
W30,inclusion,moissonneuse,"batteuse
élévateur de fourrage
machine agricole SAI
matériel agricole à traction animale
moissonneuse
moissonneuse-batteuse
",false,true
W30,inclusion,moissonneuse-batteuse,"batteuse
élévateur de fourrage
machine agricole SAI
matériel agricole à traction animale
moissonneuse
moissonneuse-batteuse
",false,true
W30,inclusion,élévateur de fourrage,"batteuse
élévateur de fourrage
machine agricole SAI
matériel agricole à traction animale
moissonneuse
moissonneuse-batteuse
",false,true
W31,exclusion,contact avec des appareils en cours de transport autonome ou remorqué par un véhicule,"contact avec des appareils en cours de transport autonome ou remorqué par un véhicule [V01-V99]
exposition au courant électrique [W86.-]
",false,true
W31,exclusion,exposition au courant électrique,"contact avec des appareils en cours de transport autonome ou remorqué par un véhicule [V01-V99]
exposition au courant électrique [W86.-]
",false,true
W31,inclusion,machine SAI,"machine SAI
matériel récréatif
",false,true
W31,inclusion,matériel récréatif,"machine SAI
matériel récréatif
",false,true
W32,exclusion,pistolet lance-fusées,"pistolet lance-fusées [W34.-]
",false,true
W32,inclusion,fusil utilisé d'une seule main,"fusil utilisé d'une seule main
pistolet
revolver
",false,true
W32,inclusion,pistolet,"fusil utilisé d'une seule main
pistolet
revolver
",false,true
W32,inclusion,revolver,"fusil utilisé d'une seule main
pistolet
revolver
",false,true
W33,exclusion,fusil à air comprimé,"fusil à air comprimé [W34.-]
",false,true
W33,inclusion,fusil de chasse,"fusil de :
 - chasse
 - guerre
mitrailleuse
",false,true
W33,inclusion,fusil de guerre,"fusil de :
 - chasse
 - guerre
mitrailleuse
",false,true
W33,inclusion,mitrailleuse,"fusil de :
 - chasse
 - guerre
mitrailleuse
",false,true
W34,inclusion,blessure par balle SAI,"blessure par balle SAI
coup de feu SAI
fusil à air comprimé
pistolet lance-fusées
",false,true
W34,inclusion,coup de feu SAI,"blessure par balle SAI
coup de feu SAI
fusil à air comprimé
pistolet lance-fusées
",false,true
W34,inclusion,fusil à air comprimé,"blessure par balle SAI
coup de feu SAI
fusil à air comprimé
pistolet lance-fusées
",false,true
W34,inclusion,pistolet lance-fusées,"blessure par balle SAI
coup de feu SAI
fusil à air comprimé
pistolet lance-fusées
",false,true
W36,inclusion,bombe aérosol,"bombe aérosol
réservoir de :
 - air
 - gaz sous pression
",false,true
W36,inclusion,réservoir de air,"bombe aérosol
réservoir de :
 - air
 - gaz sous pression
",false,true
W36,inclusion,réservoir de gaz sous pression,"bombe aérosol
réservoir de :
 - air
 - gaz sous pression
",false,true
W40,inclusion,explosion (dans) (de)  SAI,"explosion (dans) (de) :
 - SAI
 - dépôt
 - grenier
 - munitions
 - usine
gaz explosif
matériaux explosifs
",false,true
W40,inclusion,explosion (dans) (de) dépôt,"explosion (dans) (de) :
 - SAI
 - dépôt
 - grenier
 - munitions
 - usine
gaz explosif
matériaux explosifs
",false,true
W40,inclusion,explosion (dans) (de) grenier,"explosion (dans) (de) :
 - SAI
 - dépôt
 - grenier
 - munitions
 - usine
gaz explosif
matériaux explosifs
",false,true
W40,inclusion,explosion (dans) (de) munitions,"explosion (dans) (de) :
 - SAI
 - dépôt
 - grenier
 - munitions
 - usine
gaz explosif
matériaux explosifs
",false,true
W40,inclusion,explosion (dans) (de) usine,"explosion (dans) (de) :
 - SAI
 - dépôt
 - grenier
 - munitions
 - usine
gaz explosif
matériaux explosifs
",false,true
W40,inclusion,gaz explosif,"explosion (dans) (de) :
 - SAI
 - dépôt
 - grenier
 - munitions
 - usine
gaz explosif
matériaux explosifs
",false,true
W40,inclusion,matériaux explosifs,"explosion (dans) (de) :
 - SAI
 - dépôt
 - grenier
 - munitions
 - usine
gaz explosif
matériaux explosifs
",false,true
W41,inclusion,jet hydraulique,"jet :
 - hydraulique
 - pneumatique
",false,true
W41,inclusion,jet pneumatique,"jet :
 - hydraulique
 - pneumatique
",false,true
W42,inclusion,ondes sonores,"ondes :
 - sonores
 - supersoniques
",false,true
W42,inclusion,ondes supersoniques,"ondes :
 - sonores
 - supersoniques
",false,true
W43,inclusion,infrason,,true,false
W44,exclusion,inhalation ou ingestion d'un corps étranger avec obstruction des voies respiratoires,"inhalation ou ingestion d'un corps étranger avec obstruction des voies respiratoires [W78-W80]
liquide corrosif [X49.-]
",false,true
W44,exclusion,liquide corrosif,"inhalation ou ingestion d'un corps étranger avec obstruction des voies respiratoires [W78-W80]
liquide corrosif [X49.-]
",false,true
W45,exclusion,"contact avec couteau, épée ou poignard","contact avec:
 - aiguille à usage médical [W46.-] 
 - autre(s) objet(s) tranchant(s) [W26.-] 
 - outils manuels (électriques) (non électriques) [W27-W29] 
 - verre tranchant [W25.-] 
heurt par des objets [W20-W22] 
",false,true
W45,exclusion,contact avec outils manuels (électriques) (non électriques),"contact avec:
 - aiguille à usage médical [W46.-] 
 - autre(s) objet(s) tranchant(s) [W26.-] 
 - outils manuels (électriques) (non électriques) [W27-W29] 
 - verre tranchant [W25.-] 
heurt par des objets [W20-W22] 
",false,true
W45,exclusion,contact avec verre tranchant,"contact avec:
 - aiguille à usage médical [W46.-] 
 - autre(s) objet(s) tranchant(s) [W26.-] 
 - outils manuels (électriques) (non électriques) [W27-W29] 
 - verre tranchant [W25.-] 
heurt par des objets [W20-W22] 
",false,true
W45,exclusion,heurt par des objets,"contact avec:
 - aiguille à usage médical [W46.-] 
 - autre(s) objet(s) tranchant(s) [W26.-] 
 - outils manuels (électriques) (non électriques) [W27-W29] 
 - verre tranchant [W25.-] 
heurt par des objets [W20-W22] 
",false,true
W45,inclusion,clou,"corps ou objet étranger dans la peau :
 - clou
 - écharde
",false,true
W45,inclusion,couvercle de boîte de conserve,"corps ou objet étranger dans la peau :
 - clou
 - écharde
",false,true
W45,inclusion,papier à bord coupant,"corps ou objet étranger dans la peau :
 - clou
 - écharde
",false,true
W45,inclusion,écharde,"corps ou objet étranger dans la peau :
 - clou
 - écharde
",false,true
W49,inclusion,forces gravitationnelles [G] anormales,,true,false
W50,exclusion,agression,"agression [X85-Y09]
heurt par des objets [W20-W22]
",false,true
W50,exclusion,heurt par des objets,"agression [X85-Y09]
heurt par des objets [W20-W22]
",false,true
W50-W64,exclusion,morsures venimeuses,"morsures venimeuses [X20-X29]
piqures (venimeuses) [X20-X29]
",false,true
W50-W64,exclusion,piqûres (venimeuses),"morsures venimeuses [X20-X29]
piqures (venimeuses) [X20-X29]
",false,true
W51,exclusion,chute due à une collision d'un piéton (ou moyen de déplacement piétonnier) avec un autre piéton (ou moyen de déplacement piétonnier),"chute due à une collision d'un piéton (ou moyen de déplacement piétonnier) avec un autre piéton (ou moyen de déplacement piétonnier) [W03.-]
",false,true
W55,exclusion,contact avec un mammifère marin,"contact avec un mammifère marin [W56.-]
",false,true
W56,inclusion,morsure ou coup donné par un animal marin,,true,false
W59,inclusion,lézard,"lézard
serpent non venimeux
",false,true
W59,inclusion,serpent non venimeux,"lézard
serpent non venimeux
",false,true
W65-W74,exclusion,noyade et submersion dues à accidents de transport,"noyade et submersion dues à :
 - accidents de transport [V01-V99] 
 - cataclysme [X34-X39] 
",false,true
W65-W74,exclusion,noyade et submersion dues à cataclysme,"noyade et submersion dues à :
 - accidents de transport [V01-V99] 
 - cataclysme [X34-X39] 
",false,true
W69,inclusion,noyade et submersion dans cours d'eau,"noyade et submersion dans :
 - cours d'eau
 - fleuve
 - lac
 - pleine mer
",false,true
W69,inclusion,noyade et submersion dans fleuve,"noyade et submersion dans :
 - cours d'eau
 - fleuve
 - lac
 - pleine mer
",false,true
W69,inclusion,noyade et submersion dans lac,"noyade et submersion dans :
 - cours d'eau
 - fleuve
 - lac
 - pleine mer
",false,true
W69,inclusion,noyade et submersion dans pleine mer,"noyade et submersion dans :
 - cours d'eau
 - fleuve
 - lac
 - pleine mer
",false,true
W73,inclusion,noyade et submersion dans cuve de trempage,"noyade et submersion dans :
 - cuve de trempage
 - réservoir
",false,true
W73,inclusion,noyade et submersion dans réservoir,"noyade et submersion dans :
 - cuve de trempage
 - réservoir
",false,true
W74,inclusion,chute dans l'eau SAI,"chute dans l'eau SAI
noyade SAI
",false,true
W74,inclusion,noyade SAI,"chute dans l'eau SAI
noyade SAI
",false,true
W75,inclusion,suffocation et strangulation dues à corps de la mère,"suffocation et strangulation dues à :
 - corps de la mère
 - drap ou couverture
 - oreiller
",false,true
W75,inclusion,suffocation et strangulation dues à drap ou couverture,"suffocation et strangulation dues à :
 - corps de la mère
 - drap ou couverture
 - oreiller
",false,true
W75,inclusion,suffocation et strangulation dues à oreiller,"suffocation et strangulation dues à :
 - corps de la mère
 - drap ou couverture
 - oreiller
",false,true
W77,exclusion,affaissement du sol provoqué par un cataclysme,"affaissement du sol :
 - provoqué par un cataclysme [X34-X39] 
 - sans asphyxie ni suffocation [W20.-] 
",false,true
W77,exclusion,affaissement du sol sans asphyxie ni suffocation,"affaissement du sol :
 - provoqué par un cataclysme [X34-X39] 
 - sans asphyxie ni suffocation [W20.-] 
",false,true
W77,inclusion,affaissement du sol SAI,,true,false
W78,exclusion,"lésion traumatique, sans asphyxie ni obstruction des voies respiratoires, causée par des vomissements","lésion traumatique, sans asphyxie ni obstruction des voies respiratoires, causée par des vomissements [W44.-]
obstruction de l'œsophage par des vomissements, sans mention d'asphyxie ni d'obstruction des voies respiratoires [W44.-]
",false,true
W78,exclusion,"obstruction de l'oesophage par des vomissements, sans mention d'asphyxie ni d'obstruction des voies respiratoires","lésion traumatique, sans asphyxie ni obstruction des voies respiratoires, causée par des vomissements [W44.-]
obstruction de l'œsophage par des vomissements, sans mention d'asphyxie ni d'obstruction des voies respiratoires [W44.-]
",false,true
W78,inclusion,arrêt de la respiration par vomissements dans l'oesophage (vomiturition),"arrêt de la respiration  par vomissements dans l'œsophage [vomiturition]
compression de la trachée  par vomissements dans l'œsophage [vomiturition]
obstruction de la respiration  par vomissements dans l'œsophage [vomiturition]
asphyxie  au cours de vomissements [régurgitation d'aliments]
étouffement  au cours de vomissements [régurgitation d'aliments]
suffocation  au cours de vomissements [régurgitation d'aliments]
aspiration et inhalation de vomissements (dans les voies respiratoires) SAI
",false,true
W78,inclusion,asphyxie au cours de vomissements [régurgitation d'aliments],"arrêt de la respiration  par vomissements dans l'œsophage [vomiturition]
compression de la trachée  par vomissements dans l'œsophage [vomiturition]
obstruction de la respiration  par vomissements dans l'œsophage [vomiturition]
asphyxie  au cours de vomissements [régurgitation d'aliments]
étouffement  au cours de vomissements [régurgitation d'aliments]
suffocation  au cours de vomissements [régurgitation d'aliments]
aspiration et inhalation de vomissements (dans les voies respiratoires) SAI
",false,true
W78,inclusion,aspiration et inhalation de vomissements (dans les voies respiratoires) SAI,"arrêt de la respiration  par vomissements dans l'œsophage [vomiturition]
compression de la trachée  par vomissements dans l'œsophage [vomiturition]
obstruction de la respiration  par vomissements dans l'œsophage [vomiturition]
asphyxie  au cours de vomissements [régurgitation d'aliments]
étouffement  au cours de vomissements [régurgitation d'aliments]
suffocation  au cours de vomissements [régurgitation d'aliments]
aspiration et inhalation de vomissements (dans les voies respiratoires) SAI
",false,true
W78,inclusion,compression de la trachée par vomissements dans l'oesophage (vomiturition),"arrêt de la respiration  par vomissements dans l'œsophage [vomiturition]
compression de la trachée  par vomissements dans l'œsophage [vomiturition]
obstruction de la respiration  par vomissements dans l'œsophage [vomiturition]
asphyxie  au cours de vomissements [régurgitation d'aliments]
étouffement  au cours de vomissements [régurgitation d'aliments]
suffocation  au cours de vomissements [régurgitation d'aliments]
aspiration et inhalation de vomissements (dans les voies respiratoires) SAI
",false,true
W78,inclusion,obstruction de la respiration par vomissements dans l'oesophage (vomiturition),"arrêt de la respiration  par vomissements dans l'œsophage [vomiturition]
compression de la trachée  par vomissements dans l'œsophage [vomiturition]
obstruction de la respiration  par vomissements dans l'œsophage [vomiturition]
asphyxie  au cours de vomissements [régurgitation d'aliments]
étouffement  au cours de vomissements [régurgitation d'aliments]
suffocation  au cours de vomissements [régurgitation d'aliments]
aspiration et inhalation de vomissements (dans les voies respiratoires) SAI
",false,true
