code,field,owl_value,ofs_value,resolved_to
F60.31,label,"Personnalité émotionnellement labile, de type borderline",personnalité émotionnellement labile | type borderline,OWL_ANS
F65.5,label,Sadomasochisme,sado-masochisme,OWL_ANS
F70.0,label,"Retard mental léger - "" Déficience du comportement absent ou minime """,retard mental léger | déficience du comportement absent ou minime,OWL_ANS
F70.1,label,"Retard mental léger - "" Déficience du comportement significatif, nécessitant une surveillance ou traitement ""","retard mental léger | déficience du comportement significatif, nécessitant une surveillance ou traitement",OWL_ANS
F70.8,label,"Retard mental léger - "" Autres déficiences du comportement """,retard mental léger | autres déficiences du comportement,OWL_ANS
F70.9,label,"Retard mental léger - "" Sans mention d'une déficience du comportement """,retard mental léger | sans mention d'une déficience du comportement,OWL_ANS
F71.0,label,"Retard mental moyen - "" Déficience du comportement absent ou minime """,retard mental moyen | déficience du comportement absent ou minime,OWL_ANS
F71.1,label,"Retard mental moyen - "" Déficience du comportement significatif, nécessitant une surveillance ou traitement ""","retard mental moyen | déficience du comportement significatif, nécessitant une surveillance ou traitement",OWL_ANS
F71.8,label,"Retard mental moyen - "" Autres déficiences du comportement """,retard mental moyen | autres déficiences du comportement,OWL_ANS
F71.9,label,"Retard mental moyen - "" Sans mention d'une déficience du comportement """,retard mental moyen | sans mention d'une déficience du comportement,OWL_ANS
F72.0,label,"Retard mental grave - "" Déficience du comportement absent ou minime """,retard mental grave | déficience du comportement absent ou minime,OWL_ANS
F72.1,label,"Retard mental grave - "" Déficience du comportement significatif, nécessitant une surveillance ou traitement ""","retard mental grave | déficience du comportement significatif, nécessitant une surveillance ou traitement",OWL_ANS
F72.8,label,"Retard mental grave - "" Autres déficiences du comportement """,retard mental grave | autres déficiences du comportement,OWL_ANS
F72.9,label,"Retard mental grave - "" Sans mention d'une déficience du comportement """,retard mental grave | sans mention d'une déficience du comportement,OWL_ANS
F73.0,label,"Retard mental profond - "" Déficience du comportement absent ou minime """,retard mental profond | déficience du comportement absent ou minime,OWL_ANS
F73.1,label,"Retard mental profond - "" Déficience du comportement significatif, nécessitant une surveillance ou traitement ""","retard mental profond | déficience du comportement significatif, nécessitant une surveillance ou traitement",OWL_ANS
F73.8,label,"Retard mental profond - "" Autres déficiences du comportement """,retard mental profond | autres déficiences du comportement,OWL_ANS
F73.9,label,"Retard mental profond - "" Sans mention d'une déficience du comportement """,retard mental profond | sans mention d'une déficience du comportement,OWL_ANS
F78.0,label,"Autres formes de retard mental - "" Déficience du comportement absent ou minime """,autres formes de retard mental | déficience du comportement absent ou minime,OWL_ANS
F78.1,label,"Autres formes de retard mental - "" Déficience du comportement significatif, nécessitant une surveillance ou traitement ""","autres formes de retard mental | déficience du comportement significatif, nécessitant une surveillance ou traitement",OWL_ANS
F78.8,label,"Autres formes de retard mental - "" Autres déficiences du comportement """,autres formes de retard mental | autres déficiences du comportement,OWL_ANS
F78.9,label,"Autres formes de retard mental - "" Sans mention d'une déficience du comportement """,autres formes de retard mental | sans mention d'une déficience du comportement,OWL_ANS
F79.0,label,"Retard mental, sans précision - "" Déficience du comportement absent ou minime """,retard mental sans précision | déficience du comportement absent ou minime,OWL_ANS
F79.1,label,"Retard mental, sans précision - "" Déficience du comportement significatif, nécessitant une surveillance ou traitement ""","retard mental sans précision | déficience du comportement significatif, nécessitant une surveillance ou traitement",OWL_ANS
F79.8,label,"Retard mental, sans précision - "" Autres déficiences du comportement """,retard mental sans précision | autres déficiences du comportement,OWL_ANS
F79.9,label,"Retard mental, sans précision - "" Sans mention d'une déficience du comportement """,retard mental sans précision | sans mention d'une déficience du comportement,OWL_ANS
G00.0,label,Méningite à Hæmophilus,méningite à Haemophilus,OWL_ANS
G04.1,label,Myélopathies associées au virus HTLV,paraplégie spastique tropicale,OWL_ANS
G04.2,label,"Méningoencéphalite et méningomyélite bactériennes, non classées ailleurs","méningo-encéphalite et méningomyélite bactériennes, non classées ailleurs",OWL_ANS
G06.2,label,"Abcès extradural et sousdural, sans précision","abcès extra-dural et sous-dural, sans précision",OWL_ANS
G12.0,label,"Amyotrophie spinale infantile, type I [Werdnig–Hoffman]","amyotrophie spinale infantile, type 1 [Werdnig-Hoffman]",OWL_ANS
G13.2,label,Affections dégénératives systémiques affectant principalement le système nerveux central au cours d'un myxœdème ,affections dégénératives systémiques affectant principalement le système nerveux central au cours d'un myxoedème,OWL_ANS
G21.1,label,Autres syndromes parkinsoniens secondaires dus à des médicaments,autres syndromes secondaires parkinsoniens dus à des médicaments,OWL_ANS
G23.2,label,Atrophie multisystématisée de type parkinsonien [AMS-P] [MSA-P],dégénérescence striato-nigrique [nigrostriée],OWL_ANS
G24.4,label,Dystonie buccofaciale idiopathique,dystonie bucco-faciale idiopathique,OWL_ANS
G44.3,label,Céphalée chronique posttraumatique,céphalée chronique post-traumatique,OWL_ANS
G45.0,label,Syndrome vertébrobasilaire,syndrome vertébro-basilaire,OWL_ANS
G52.2,label,Affections du nerf vague,affections du nerf vagal,OWL_ANS
G53.0,label,Névralgie postzostérienne ,névralgie post-zostérienne,OWL_ANS
G59.0,label,Mononévrite diabétique ( avec le quatrième caractère .4) ,mononévrite diabétique,OWL_ANS
G63.2,label,Polynévrite diabétique ( avec le quatrième caractère .4),polynévrite diabétique,OWL_ANS
G63.6,label,Polynévrite au cours d'autres affections ostéoarticulaires et des muscles ,polynévrite au cours d'autres affections ostéo-articulaires et des muscles,OWL_ANS
G70,label,Myasthénie et autres affections neuromusculaires,myasthénie et autres affections neuro-musculaires,OWL_ANS
G70-G73,label,Affections musculaires et neuromusculaires,affections musculaires et neuro-musculaires,OWL_ANS
G70.1,label,Affections neuromusculaires toxiques,affections neuro-musculaires toxiques,OWL_ANS
G70.8,label,Autres affections neuromusculaires précisées,autres affections neuro-musculaires précisées,OWL_ANS
G70.9,label,"Affection neuromusculaire, sans précision","affection neuro-musculaire, sans précision",OWL_ANS
G73,label,Affections musculaires et neuromusculaires au cours de maladies classées ailleurs,affections musculaires et neuro-musculaires au cours de maladies classées ailleurs,OWL_ANS
G80,label,Paralysie cérébrale,paralysie cérébrale infantile,OWL_ANS
G80.0,label,Paralysie cérébrale spastique quadriplégique,paralysie cérébrale spastique,OWL_ANS
G80.1,label,Paralysie cérébrale spastique diplégique,diplégie spastique,OWL_ANS
G80.2,label,Paralysie cérébrale spastique hémiplégique,hémiplégie infantile,OWL_ANS
G80.8,label,Autres paralysies cérébrales,autres paralysies cérébrales infantiles,OWL_ANS
G80.9,label,"Paralysie cérébrale, sans précision","paralysie cérébrale infantile, sans précision",OWL_ANS
G83.8,label,Autres syndromes paralytiques,autres syndromes paralytiques précisés,OWL_ANS
G91.3,label,"Hydrocéphalie posttraumatique, sans précision","hydrocéphalie post-traumatique, sans précision",OWL_ANS
G93.3,label,Syndrome de fatigue postvirale,syndrome de fatigue post-virale,OWL_ANS
G93.6,label,Œdème cérébral,oedème cérébral,OWL_ANS
H10.5,label,Blépharoconjonctivite,blépharo-conjonctivite,OWL_ANS
H18.2,label,Autre œdème de la cornée,autre oedème de la cornée,OWL_ANS
H21.3,label,"Kystes de l'iris, du corps ciliaire et de la chambre antérieure de l'œil","kystes de l'iris, du corps ciliaire et de la chambre antérieure de l'oeil",OWL_ANS
H28.0,label,Cataracte diabétique (avec le quatrième caractère .3),cataracte diabétique,OWL_ANS
H31.1,label,Dégénérescence choroïdienne,dystrophie choroïdienne,OWL_ANS
H36.0,label,Rétinopathie diabétique ( avec le quatrième caractère .3),rétinopathie diabétique,OWL_ANS
H40.4,label,Glaucome secondaire à une inflammation de l'œil,glaucome secondaire à une inflammation de l'oeil,OWL_ANS
H44.4,label,Hypotonie de l'œil,hypotonie de l'oeil,OWL_ANS
H47.1,label,"Œdème papillaire, sans précision","oedème papillaire, sans précision",OWL_ANS
H54,label,Déficience visuelle incluant la cécité (binoculaire ou monoculaire),cécité et baisse de la vision,OWL_ANS
H54.0,label,Cécité binoculaire,cécité des deux yeux,OWL_ANS
H54.1,label,"Déficience visuelle sévère, binoculaire","cécité d'un oeil, baisse de vision de l'autre oeil",OWL_ANS
H54.2,label,"Déficience visuelle modérée, binoculaire",baisse de vision des deux yeux,OWL_ANS
H54.3,label,"Déficience visuelle légère ou absente, binoculaire",perte de vision non précisée des deux yeux,OWL_ANS
H54.4,label,Cécité monoculaire,cécité d'un oeil,OWL_ANS
H54.5,label,"Déficience visuelle sévère, monoculaire",baisse de vision d'un oeil,OWL_ANS
H54.6,label,"Déficience visuelle modérée, monoculaire",perte de vision non précisée d'un oeil,OWL_ANS
H55-H59,label,Autres affections de l'œil et de ses annexes,autres affections de l'oeil et de ses annexes,OWL_ANS
H57,label,Autres affections de l'œil et de ses annexes,autres affections de l'oeil et de ses annexes,OWL_ANS
H57.8,label,Autres affections précisées de l'œil et de ses annexes,autres affections précisées de l'oeil et de ses annexes,OWL_ANS
H57.9,label,"Affection de l'œil et de ses annexes, sans précision","affection de l'oeil et de ses annexes, sans précision",OWL_ANS
H58,label,Autres affections de l'œil et de ses annexes au cours de maladies classées ailleurs,autres affections de l'oeil et de ses annexes au cours de maladies classées ailleurs,OWL_ANS
H58.8,label,Autres affections précisées de l'œil et de ses annexes au cours de maladies classées ailleurs,autres affections précisées de l'oeil et de ses annexes au cours de maladies classées ailleurs,OWL_ANS
H59,label,"Affections de l'œil et de ses annexes après un acte à visée diagnostique et thérapeutique, non classées ailleurs","affections de l'oeil et de ses annexes après un acte à visée diagnostique et thérapeutique, non classées ailleurs",OWL_ANS
H59.0,label,Kératopathie (bulleuse) après chirurgie de la cataracte [de l’aphaque],syndrome du corps vitré après intervention pour cataracte,OWL_ANS
H59.8,label,Autres affections de l'œil et de ses annexes après un acte à visée diagnostique et thérapeutique,autres affections de l'oeil et de ses annexes après un acte à visée diagnostique et thérapeutique,OWL_ANS
